,0
2929," Je ne discuterai pas leur programme, ici : le simple fait, de la part de Sarkozy, de n'avoir rien d'autre à dire à ceux qui ont de plus en plus de mal à boucler les fins de mois qu'il faut ""travailler plus pour gagner plus"", alors que près de trois millions de personnes n'ont pas de travail du tout et qu'à peu près autant des précaires voudraient bien travailler plus, témoigne du cynisme de cet homme et de son mépris des classes populaires"
2930," Sur cette question, Le Pen, de Villiers, Sarkozy, ont tous le même programme, et Bayrou ne se distingue que dans les formulations"
2931," Et puis la droite vient de passer cinq ans au pouvoir, on a pu mesurer tous les dégâts de sa politique"
2932," Le gouvernement Jospin a pris un certain nombre de mesures, comme le PACS ou la CMU qui représentent des avancées non négligeables, mais des avancées qui ne coûtent rien à un patronat intouchable"
2933," Mais pas plus que la droite ne l'a voulu, la gauche n'a osé prendre des mesures qui pouvaient toucher si peu que ce soit aux privilèges exorbitants de la grande bourgeoisie"
2934," Et il suffit encore de voir la campagne de Ségolène Royal qui se garde bien de prendre des engagements et qui pourraient, dès maintenant, fâcher le patronat"
2935," Même le Smic à 1500 euros, elle en parle de moins en moins"
2936," Et pourtant, il s'agit, pour elle, de 1500 euros bruts, c'est -à-dire 1254 euros net seulement, et pas dès son arrivée à la présidence, mais seulement ""dès que c'est possible"" ou à la fin de la législature ! Ce qui veut dire que, d'ici là, un tel Smic ne représentera pas plus de pouvoir d'achat, et plutôt moins, que celui d'aujourd'hui"
2937," Et pour les autres salaires, il n'y a que cette promesse vague de demander à ceux qu'elle appelle les ""partenaires sociaux"" d'entamer des négociations"
2938, On sait en quoi consistent les négociations entre les patrons et les syndicats : les patrons disent non et les syndicats enregistrent
2939," 760 Quant au chômage, à part les emplois-tremplins, si bien nommés pour dire qu'ils seront des sauts dans l'inconnu, il y a sa nouvelle trouvaille, le Contrat Première Chance, qui est le frère jumeau du Contrat Première Embauche de Villepin, rejeté grâce à la mobilisation de la jeunesse"
2940," Ce contrat déborde même le CPE sur son côté pro-patronal : on ne se contente plus de supprimer les charges pour les patrons, mais l'État paie aussi les salaires à leur place ! Quel est le petit patron qui ne va pas se débarrasser du plus vieux de ses salariés ou du dernier embauché pour engager un plus jeune à ce tarif-là ? Du côté du logement, la promesse de construire 120 000 logements par an, que contiennent les ""cent propositions"" de Ségolène Royal, ne permettrait à tous ceux qui sont sur les listes d'attente des HLM d'avoir un toit que d'ici dix ans"
2941," Si Ségolène Royal est élue, elle défendra, comme tous ses prédécesseurs de gauche comme de droite, les intérêts du grand capital"
2942, Elle ne pourra rien pour résorber le chômage
2943, Elle ne fera rien pour régler la crise du logement populaire
2944," Avec elle à la présidence, comme avec n'importe qui d'autre, la classe ouvrière n'aura que ce qu'elle sera capable d'imposer elle-même"
2945," Depuis le début de cette campagne, Sarkozy louche vers l'électorat du Front National et Royal cherche à concurrencer Sarkozy sur son terrain"
2946," Ce qui finit par surnager dans tout ce concert, ce sont les idées réactionnaires formulées parfois de la pire des façons"
2947," Et si, contrairement à 2002, Le Pen ne sera pas présent au deuxième tour, ses idées réactionnaires, ses slogans rétrogrades, auront marqué toute la campagne électorale"
2948," Je voudrais revenir sur le débat à propos des drapeaux, de La Marseillaise et de l'identité nationale"
2949," De la droite jusqu'à la gauche, PC compris, on a entendu une surenchère de discours, la droite affirmant qu'il ne fallait pas laisser ce terrain à l'extrême droite, et la gauche qu'il ne fallait pas le laisser à la droite"
2950," Gauche oblige, le PS comme le PC se sont justifiés en rappelant les origines révolutionnaires du drapeau tricolore"
2951," Oh oui, il fût un temps, il y a plus de deux siècles où le drapeau tricolore était le drapeau de la révolution ! Mais, depuis que la France bourgeoise est devenue la France impérialiste, c'est sous ce drapeau que les troupes françaises ont massacré lors de la conquête de l'Algérie, de Madagascar, de l'Indochine, puis qu'on a assassiné ceux qui osaient remettre en cause la domination coloniale française"
2952," Dans tous ces pays, le drapeau français n'est pas le symbole de la liberté, mais celui de l'oppression et des oppresseurs"
2953," Et puis, en France même, c'est sous ce drapeau qu'on a massacré les Communards et qu'on a tiré sur bien des grévistes et des manifestants, il n'y a pas si longtemps encore"
2954," Mais, au fond, il n'y a pas à s'étonner que Ségolène Royal se l'approprie car son parti, le PS, a été celui qui a mené sous ce drapeau, pendant plusieurs années, la sale guerre d'Algérie qui a fait près d'un million de morts ! Eh bien, pour notre part, nous ne reconnaissons pas ce drapeau comme le nôtre"
2955," Et notre drapeau n'est pas le drapeau tricolore, mais le drapeau rouge, le drapeau des ouvriers, le drapeau de la révolution ! Toute la presse prétend, sur la base des sondage, que jamais depuis 1969 les intentions de vote en faveur de la gauche, toutes tendances confondues, n'ont été aussi basses"
2956," Les dirigeants de la gauche réformiste y sont pour beaucoup, aussi bien par leur politique au gouvernement dans le passé que par leur alignement sur la droite dans la campagne présente, et, surtout, par leur refus de s'engager sur des objectifs susceptibles de changer la vie des classes populaires"
2957," Et puis, ne l'oublions jamais, si la droite est pour ainsi dire tout le temps majoritaire dans l'électorat, c'est parce qu'une partie importante du monde du travail, les travailleurs immigrés, sont écartés du droit de vote"
2958," La gauche avait pourtant promis de donner ce droit de vote au moins dans certaines élections mais, au gouvernement, elle ne l'a jamais fait"
2959," 761 Alors, bien sûr, je suis pour que le droit de vote soit accordé aux millions de travailleurs qui vivent et qui travaillent dans ce pays, et à toutes les élections"
2960," Ce sera non seulement un geste démocratique élémentaire, mais aussi un renforcement politique du monde du travail et, surtout, des plus exploités"
2961," Même si les travailleurs immigrés avaient cependant ce droit, cela ne leur suffirait pas pour se défendre efficacement, pas plus que cela ne le suffit aux travailleurs qui ont déjà une carte d'électeur en poche"
2962," Mais demain, dans les luttes que les travailleurs seront obligés de mener pour imposer les objectifs susceptibles de changer réellement leur situation, il n'y aura pas de différence entre ceux qui ont une carte d'électeur et ceux qui n'en ont pas"
2963," Quelle que soit nos origines, on constitue une seule et même classe ouvrière dont le patronat est le seul adversaire, et ensemble dans la lutte, nous aurons le poids pour imposer une politique qui tiendra compte de nos intérêts ! Je sais bien qu'une grande partie de l'électorat populaire attend de cette présidentielle que Sarkozy soit écarté de la présidence"
2964," Mais, au premier tour, ce n'est pas de cela qu'il s'agit"
2965," En votant pour ma candidature, vous voterez, bien sûr, contre Sarkozy et tout ce qu'il représente de soumission au grand patronat, de cynisme vis-à-vis des classes populaires"
2966," Il faut que, face à l'électorat qui s'exprime sur le nom de ce millionnaire réactionnaire, xénophobe et anti-ouvrier, s'affirme un électorat qui défende fièrement les intérêts politiques et les valeurs de la classe ouvrière"
2967," Mais vous voterez aussi contre la politique que défend Ségolène Royal et qu'elle essaie de faire passer pour la seule politique opposable à la droite, alors qu'elle lui ressemble de plus en plus"
